Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,113568227,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017610559333641796,113568227.0,0.0,113568227.0,113568227.0,113568227.0,113568227.0,0.0,113568227.0,113568227.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.017610559333641796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778088522914153.0,1100383181222317.0,1556176932260079.0,113568227.0,0
0,118283315,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016908555530422868,118283315.0,0.0,118283315.0,118283315.0,118283315.0,118283315.0,0.0,118283315.0,118283315.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.016908555530422868,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778090422610997.5,1100385861131217.6,1556180726938680.0,118283315.0,0
0,7659478,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2611143997019118,7659478.0,0.0,7659478.0,7659478.0,7659478.0,7659478.0,0.0,7659478.0,7659478.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2611143997019118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778090809362602.5,1100386564526313.2,1556181611065727.0,7659478.0,0
0,115005374,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017390491682588674,115005374.0,0.0,115005374.0,115005374.0,115005374.0,115005374.0,0.0,115005374.0,115005374.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.017390491682588674,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778091249122294.0,1100387034630411.2,1556182383239214.0,115005374.0,0
0,90013597,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033328298168108984,45006798.5,52528546.590477295,82150090.0,7863507.0,90013597.0,45006798.5,52528546.590477295,82150090.0,7863507.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.033328298168108984,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518727882643441.4,898462970087005.5,1556183557916727.0,7863507.0,0
0,81911162,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024416696713446696,81911162.0,0.0,81911162.0,81911162.0,81911162.0,81911162.0,0.0,81911162.0,81911162.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.024416696713446696,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778092040081450.0,1100388200017860.2,1556183998251738.0,81911162.0,0
0,27157785,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07364370842467455,27157785.0,0.0,27157785.0,27157785.0,27157785.0,27157785.0,0.0,27157785.0,27157785.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.07364370842467455,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,778092432235591.5,1100388832040534.0,1556184837313398.0,27157785.0,0
6,38360671,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05213673139346285,38360671.0,0.0,38360671.0,38360671.0,38360671.0,38360671.0,0.0,38360671.0,38360671.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.05213673139346285,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,29,0,0,20,0.0,0.0,0.0,0.0,778270263778492.5,1100640307977049.2,1556540489196314.0,38360671.0,0
17,546,1,1,40.0,290.0,40.0,40.0,40.0,0.0,290.0,290.0,290.0,0.0,604395.6043956043,3663.0036630036625,546.0,0.0,546.0,546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1831.5018315018312,1831.5018315018312,40.0,290.0,123.33333333333331,144.3375672974064,20833.33333333333,0,0,0,0,0,0,0,0,1.0,185.0,40.0,290.0,0,0,0,0,0,0,0,20,0,145,0,0,0,8,0.0,0.0,0.0,0.0,1556540499066234.0,0.0,1556540499066234.0,1556540499066234.0,0
6,5752,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.70514603616135,5752.0,0.0,5752.0,5752.0,5752.0,5752.0,0.0,5752.0,5752.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,347.70514603616135,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,260,0,0,32,0.0,0.0,0.0,0.0,1556540797076582.0,0.0,1556540797076582.0,1556540797076582.0,0
6,6229,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.07882485150105,6229.0,0.0,6229.0,6229.0,6229.0,6229.0,0.0,6229.0,6229.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,321.07882485150105,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,302,0,0,32,0.0,0.0,0.0,0.0,1556540797824185.0,0.0,1556540797824185.0,1556540797824185.0,0
